,PROV_REF_ID,DPTO,circuito,P02,P02_count
5923,12.0,46084.0,0054A,1,322
5924,12.0,46084.0,0054A,2,270
5925,12.0,46091.0,00060,1,1078
5926,12.0,46091.0,00060,2,1093
5927,12.0,46091.0,0061A,1,210
5928,12.0,46091.0,0061A,2,187
5929,12.0,46091.0,0061C,1,154
5930,12.0,46091.0,0061C,2,137
5931,12.0,46091.0,0062D,1,180
5932,12.0,46091.0,0062D,2,144
5933,12.0,46098.0,0034A,1,862
5934,12.0,46098.0,0034A,2,814
5935,12.0,46098.0,0035A,1,126
5936,12.0,46098.0,0035A,2,77
5937,12.0,46105.0,00036,1,664
5938,12.0,46105.0,00036,2,621
5939,12.0,46105.0,0037B,1,180
5940,12.0,46105.0,0037B,2,136
5941,12.0,46112.0,0055A,1,4071
5942,12.0,46112.0,0055A,2,4263
5943,12.0,46112.0,0055B,1,245
5944,12.0,46112.0,0055B,2,173
5945,12.0,46112.0,0057A,1,225
5946,12.0,46112.0,0057A,2,239
5947,12.0,46112.0,0058A,1,248
5948,12.0,46112.0,0058A,2,182
5949,12.0,46119.0,00013,1,603
5950,12.0,46119.0,00013,2,595
5951,12.0,46119.0,00017,1,165
5952,12.0,46119.0,00017,2,164
5953,12.0,46119.0,0016A,1,152
5954,12.0,46119.0,0016A,2,150
5955,12.0,46119.0,0016B,1,418
5956,12.0,46119.0,0016B,2,468
5957,12.0,46126.0,00003,1,840
5958,12.0,46126.0,00003,2,857
5959,13.0,50007.0,00001,1,1603
5960,13.0,50007.0,00001,2,1884
5961,13.0,50007.0,00002,1,877
5962,13.0,50007.0,00002,2,987
5963,13.0,50007.0,00003,1,377
5964,13.0,50007.0,00003,2,467
5965,13.0,50007.0,00004,1,782
5966,13.0,50007.0,00004,2,923
5967,13.0,50007.0,00005,1,591
5968,13.0,50007.0,00005,2,697
5969,13.0,50007.0,00006,1,1026
5970,13.0,50007.0,00006,2,1380
5971,13.0,50007.0,00015,1,314
5972,13.0,50007.0,00015,2,386
5973,13.0,50007.0,00016,1,327
5974,13.0,50007.0,00016,2,422
5975,13.0,50007.0,00017,1,2251
5976,13.0,50007.0,00017,2,2616
5977,13.0,50007.0,00018,1,2681
5978,13.0,50007.0,00018,2,3285
5979,13.0,50007.0,00019,1,3818
5980,13.0,50007.0,00019,2,4921
5981,13.0,50007.0,00020,1,5646
5982,13.0,50007.0,00020,2,5213
5983,13.0,50007.0,00021,1,3171
5984,13.0,50007.0,00021,2,3749
5985,13.0,50007.0,00022,1,2930
5986,13.0,50007.0,00022,2,4027
5987,13.0,50007.0,00023,1,1814
5988,13.0,50007.0,00023,2,2428
5989,13.0,50007.0,00024,1,2676
5990,13.0,50007.0,00024,2,3216
5991,13.0,50007.0,0018A,1,2408
5992,13.0,50007.0,0018A,2,2912
5993,13.0,50007.0,0018B,1,5732
5994,13.0,50007.0,0018B,2,6198
5995,13.0,50007.0,0022A,1,2170
5996,13.0,50007.0,0022A,2,2227
5997,13.0,50014.0,00130,1,10002
5998,13.0,50014.0,00130,2,11598
5999,13.0,50014.0,00131,1,2975
6000,13.0,50014.0,00131,2,3047
6001,13.0,50014.0,00132,1,508
6002,13.0,50014.0,00132,2,499
6003,13.0,50014.0,00133,1,1341
6004,13.0,50014.0,00133,2,1496
6005,13.0,50014.0,00134,1,784
6006,13.0,50014.0,00134,2,666
6007,13.0,50014.0,00136,1,146
6008,13.0,50014.0,00136,2,90
6009,13.0,50021.0,00025,1,690
6010,13.0,50021.0,00025,2,843
6011,13.0,50021.0,00026,1,5844
6012,13.0,50021.0,00026,2,7409
6013,13.0,50021.0,00027,1,22203
6014,13.0,50021.0,00027,2,25352
6015,13.0,50021.0,00028,1,1275
6016,13.0,50021.0,00028,2,1398
6017,13.0,50021.0,0025A,1,3127
6018,13.0,50021.0,0025A,2,3655
6019,13.0,50021.0,0025B,1,937
6020,13.0,50021.0,0025B,2,1129
6021,13.0,50021.0,0026A,1,21501
6022,13.0,50021.0,0026A,2,24780
6023,13.0,50021.0,0027A,1,2730
6024,13.0,50021.0,0027A,2,3137
6025,13.0,50021.0,0027B,1,8028
6026,13.0,50021.0,0027B,2,9009
6027,13.0,50028.0,00029,1,10268
6028,13.0,50028.0,00029,2,11459
6029,13.0,50028.0,00030,1,9609
6030,13.0,50028.0,00030,2,10365
6031,13.0,50028.0,00031,1,5785
6032,13.0,50028.0,00031,2,6207
6033,13.0,50028.0,00032,1,7802
6034,13.0,50028.0,00032,2,8408
6035,13.0,50028.0,00033,1,6011
6036,13.0,50028.0,00033,2,6063
6037,13.0,50028.0,0029A,1,9932
6038,13.0,50028.0,0029A,2,11671
6039,13.0,50028.0,0030A,1,4837
6040,13.0,50028.0,0030A,2,5789
6041,13.0,50028.0,0030B,1,3278
6042,13.0,50028.0,0030B,2,3635
6043,13.0,50028.0,0030C,1,8945
6044,13.0,50028.0,0030C,2,9943
6045,13.0,50028.0,0030D,1,5355
6046,13.0,50028.0,0030D,2,5683
6047,13.0,50028.0,0030E,1,8584
6048,13.0,50028.0,0030E,2,9880
6049,13.0,50028.0,0031A,1,1410
6050,13.0,50028.0,0031A,2,1364
6051,13.0,50028.0,0031B,1,2246
6052,13.0,50028.0,0031B,2,2162
6053,13.0,50028.0,0032A,1,1075
6054,13.0,50028.0,0032A,2,1050
6055,13.0,50035.0,00077,1,3623
6056,13.0,50035.0,00077,2,4043
6057,13.0,50035.0,00078,1,936
6058,13.0,50035.0,00078,2,901
6059,13.0,50035.0,00079,1,1172
6060,13.0,50035.0,00079,2,1160
6061,13.0,50035.0,00080,1,1410
6062,13.0,50035.0,00080,2,1383
6063,13.0,50035.0,00082,1,1933
6064,13.0,50035.0,00082,2,1954
6065,13.0,50035.0,00083,1,1036
6066,13.0,50035.0,00083,2,980
6067,13.0,50042.0,00103,1,2766
6068,13.0,50042.0,00103,2,2965
6069,13.0,50042.0,00104,1,368
6070,13.0,50042.0,00104,2,334
6071,13.0,50042.0,00106,1,293
6072,13.0,50042.0,00106,2,267
6073,13.0,50049.0,00034,1,9679
6074,13.0,50049.0,00034,2,11110
6075,13.0,50049.0,00035,1,8438
6076,13.0,50049.0,00035,2,9252
6077,13.0,50049.0,00036,1,10952
6078,13.0,50049.0,00036,2,11489
6079,13.0,50049.0,00037,1,4800
6080,13.0,50049.0,00037,2,5209
6081,13.0,50049.0,00038,1,3591
6082,13.0,50049.0,00038,2,3621
6083,13.0,50049.0,00039,1,1730
6084,13.0,50049.0,00039,2,1709
6085,13.0,50049.0,00040,1,2261
6086,13.0,50049.0,00040,2,2067
6087,13.0,50049.0,0034A,1,1449
6088,13.0,50049.0,0034A,2,1520
6089,13.0,50049.0,0034B,1,6754
6090,13.0,50049.0,0034B,2,7754
6091,13.0,50049.0,0034C,1,1858
6092,13.0,50049.0,0034C,2,2156
6093,13.0,50049.0,0034D,1,4889
6094,13.0,50049.0,0034D,2,5359
6095,13.0,50049.0,0034E,1,5428
6096,13.0,50049.0,0034E,2,6166
6097,13.0,50049.0,0037A,1,3416
6098,13.0,50049.0,0037A,2,3826
6099,13.0,50049.0,0040A,2,40
6100,13.0,50049.0,0040C,1,65
6101,13.0,50049.0,0040C,2,45
6102,13.0,50056.0,00041,1,5811
6103,13.0,50056.0,00041,2,5909
6104,13.0,50056.0,00042,1,1865
6105,13.0,50056.0,00042,2,1775
6106,13.0,50056.0,00043,1,2778
6107,13.0,50056.0,00043,2,2710
6108,13.0,50056.0,00044,1,334
6109,13.0,50056.0,00044,2,285
6110,13.0,50056.0,00045,1,541
6111,13.0,50056.0,00045,2,434
6112,13.0,50056.0,00046,1,383
6113,13.0,50056.0,00046,2,309
6114,13.0,50056.0,0043A,1,676
6115,13.0,50056.0,0043A,2,635
6116,13.0,50063.0,00057,1,5577
6117,13.0,50063.0,00057,2,6417
6118,13.0,50063.0,00058,1,901
6119,13.0,50063.0,00058,2,934
6120,13.0,50063.0,00060,1,6442
6121,13.0,50063.0,00060,2,6995
6122,13.0,50063.0,00061,1,8742
6123,13.0,50063.0,00061,2,9500
6124,13.0,50063.0,00063,1,5012
6125,13.0,50063.0,00063,2,5049
6126,13.0,50063.0,00064,1,1992
6127,13.0,50063.0,00064,2,1920
6128,13.0,50063.0,00065,1,3027
6129,13.0,50063.0,00065,2,2925
6130,13.0,50063.0,0060A,1,5124
6131,13.0,50063.0,0060A,2,5757
6132,13.0,50063.0,0062A,1,620
6133,13.0,50063.0,0062A,2,571
6134,13.0,50063.0,0065A,1,641
6135,13.0,50063.0,0065A,2,614
6136,13.0,50070.0,00047,1,6700
6137,13.0,50070.0,00047,2,7299
6138,13.0,50070.0,00048,1,15736
6139,13.0,50070.0,00048,2,17397
6140,13.0,50070.0,00049,1,1283
6141,13.0,50070.0,00049,2,1318
6142,13.0,50070.0,00050,1,2086
6143,13.0,50070.0,00050,2,2054
6144,13.0,50070.0,00051,1,4697
6145,13.0,50070.0,00051,2,4844
6146,13.0,50070.0,00052,1,2047
6147,13.0,50070.0,00052,2,1960
6148,13.0,50070.0,00053,1,4608
6149,13.0,50070.0,00053,2,4802
6150,13.0,50070.0,00054,1,5686
6151,13.0,50070.0,00054,2,5584
6152,13.0,50070.0,00055,1,504
6153,13.0,50070.0,00055,2,447
6154,13.0,50070.0,00056,1,623
6155,13.0,50070.0,00056,2,572
6156,13.0,50070.0,00059,1,481
6157,13.0,50070.0,00059,2,504
6158,13.0,50070.0,0047A,1,7120
6159,13.0,50070.0,0047A,2,7993
6160,13.0,50070.0,0049A,1,1340
6161,13.0,50070.0,0049A,2,1354
6162,13.0,50070.0,0049B,1,1243
6163,13.0,50070.0,0049B,2,1218
6164,13.0,50070.0,0054A,1,2644
6165,13.0,50070.0,0054A,2,2682
6166,13.0,50077.0,00125,1,8033
6167,13.0,50077.0,00125,2,8398
6168,13.0,50077.0,00126,1,209
6169,13.0,50077.0,00126,2,177
6170,13.0,50077.0,00127,1,307
6171,13.0,50077.0,00127,2,111
6172,13.0,50077.0,00128,1,415
6173,13.0,50077.0,00128,2,257
6174,13.0,50077.0,00129,1,167
6175,13.0,50077.0,00129,2,120
6176,13.0,50077.0,0127A,1,627
6177,13.0,50077.0,0127A,2,332
6178,13.0,50084.0,00084,1,11231
6179,13.0,50084.0,00084,2,12654
6180,13.0,50084.0,00085,1,1196
6181,13.0,50084.0,00085,2,1224
6182,13.0,50084.0,00086,1,843
6183,13.0,50084.0,00086,2,777
6184,13.0,50084.0,00087,1,861
6185,13.0,50084.0,00087,2,829
6186,13.0,50084.0,00088,1,813
6187,13.0,50084.0,00088,2,735
6188,13.0,50084.0,00089,1,2232
6189,13.0,50084.0,00089,2,2256
6190,13.0,50084.0,00090,1,1764
6191,13.0,50084.0,00090,2,1654
6192,13.0,50084.0,0086A,1,484
6193,13.0,50084.0,0086A,2,488
6194,13.0,50091.0,00097,1,3649
6195,13.0,50091.0,00097,2,3714
6196,13.0,50091.0,00098,1,448
6197,13.0,50091.0,00098,2,461
6198,13.0,50091.0,00099,1,4322
6199,13.0,50091.0,00099,2,4506
6200,13.0,50091.0,0097A,1,222
6201,13.0,50091.0,0097A,2,194
6202,13.0,50091.0,0098A,1,1319
6203,13.0,50091.0,0098A,2,1186
6204,13.0,50091.0,0099A,1,1478
6205,13.0,50091.0,0099A,2,1499
6206,13.0,50098.0,00069,1,14716
6207,13.0,50098.0,00069,2,16797
6208,13.0,50098.0,00070,1,9196
6209,13.0,50098.0,00070,2,9608
6210,13.0,50098.0,00071,1,2529
6211,13.0,50098.0,00071,2,2425
6212,13.0,50098.0,00072,1,1662
6213,13.0,50098.0,00072,2,1656
6214,13.0,50098.0,00073,1,2591
6215,13.0,50098.0,00073,2,2666
6216,13.0,50098.0,00074,1,645
6217,13.0,50098.0,00074,2,604
6218,13.0,50098.0,00075,1,618
6219,13.0,50098.0,00075,2,507
6220,13.0,50098.0,00076,1,1848
6221,13.0,50098.0,00076,2,1634
6222,13.0,50098.0,00081,1,4116
6223,13.0,50098.0,00081,2,4794
6224,13.0,50098.0,0076A,1,924
6225,13.0,50098.0,0076A,2,893
6226,13.0,50098.0,0076B,1,866
6227,13.0,50098.0,0076B,2,767
6228,13.0,50105.0,00107,1,7614
6229,13.0,50105.0,00107,2,9143
6230,13.0,50105.0,00108,1,2456
6231,13.0,50105.0,00108,2,2592
6232,13.0,50105.0,00109,1,982
6233,13.0,50105.0,00109,2,1006
6234,13.0,50105.0,00110,1,4309
6235,13.0,50105.0,00110,2,4523
6236,13.0,50105.0,00111,1,4010
6237,13.0,50105.0,00111,2,3891
6238,13.0,50105.0,00112,1,3991
6239,13.0,50105.0,00112,2,4042
6240,13.0,50105.0,00113,1,1456
6241,13.0,50105.0,00113,2,1560
6242,13.0,50105.0,00114,1,1641
6243,13.0,50105.0,00114,2,1520
6244,13.0,50105.0,00115,1,941
6245,13.0,50105.0,00115,2,962
6246,13.0,50105.0,00116,1,851
6247,13.0,50105.0,00116,2,821
6248,13.0,50105.0,00117,1,1511
6249,13.0,50105.0,00117,2,1490
6250,13.0,50105.0,00118,1,601
6251,13.0,50105.0,00118,2,566
6252,13.0,50105.0,00119,1,405
6253,13.0,50105.0,00119,2,251
6254,13.0,50105.0,00120,1,1603
6255,13.0,50105.0,00120,2,1626
6256,13.0,50105.0,00121,1,2107
6257,13.0,50105.0,00121,2,2163
6258,13.0,50105.0,00122,1,855
6259,13.0,50105.0,00122,2,786
6260,13.0,50105.0,00123,1,641
6261,13.0,50105.0,00123,2,566
6262,13.0,50105.0,00124,1,249
6263,13.0,50105.0,00124,2,160
6264,13.0,50105.0,0107A,1,3082
6265,13.0,50105.0,0107A,2,3450
6266,13.0,50105.0,0107B,1,10021
6267,13.0,50105.0,0107B,2,11482
6268,13.0,50105.0,0107C,1,15476
6269,13.0,50105.0,0107C,2,18477
6270,13.0,50105.0,0117A,1,391
6271,13.0,50105.0,0117A,2,418
6272,13.0,50112.0,00100,1,1887
6273,13.0,50112.0,00100,2,1827
6274,13.0,50112.0,00101,1,1629
6275,13.0,50112.0,00101,2,1661
6276,13.0,50112.0,00102,1,1342
6277,13.0,50112.0,00102,2,1337
6278,13.0,50112.0,0100A,1,291
6279,13.0,50112.0,0100A,2,211
6280,13.0,50112.0,0100B,1,224
6281,13.0,50112.0,0100B,2,214
6282,13.0,50112.0,0101A,1,288
6283,13.0,50112.0,0101A,2,205
6284,13.0,50119.0,00091,1,9552
6285,13.0,50119.0,00091,2,10711
6286,13.0,50119.0,00092,1,2180
6287,13.0,50119.0,00092,2,2068
6288,13.0,50119.0,00093,1,3107
6289,13.0,50119.0,00093,2,3164
6290,13.0,50119.0,00094,1,384
6291,13.0,50119.0,00094,2,303
6292,13.0,50119.0,00095,1,585
6293,13.0,50119.0,00095,2,479
6294,13.0,50119.0,00096,1,561
6295,13.0,50119.0,00096,2,442
6296,13.0,50119.0,0094A,1,393
6297,13.0,50119.0,0094A,2,318
6298,13.0,50126.0,00066,1,5809
6299,13.0,50126.0,00066,2,5967
6300,13.0,50126.0,00067,1,460
6301,13.0,50126.0,00067,2,476
6302,13.0,50126.0,0066A,1,2225
6303,13.0,50126.0,0066A,2,1974
6304,13.0,50126.0,0066B,1,663
6305,13.0,50126.0,0066B,2,565
6306,13.0,50126.0,0067A,1,1675
6307,13.0,50126.0,0067A,2,1610
6308,13.0,50126.0,0068A,1,101
6309,13.0,50126.0,0068A,2,92
6310,14.0,54007.0,00010,1,9109
6311,14.0,54007.0,00010,2,9989
6312,14.0,54007.0,00011,1,2132
6313,14.0,54007.0,00011,2,2208
6314,14.0,54007.0,00012,1,1341
6315,14.0,54007.0,00012,2,1225
6316,14.0,54007.0,00013,1,447
6317,14.0,54007.0,00013,2,407
6318,14.0,54014.0,00059,1,5165
6319,14.0,54014.0,00059,2,4773
6320,14.0,54014.0,00060,1,3927
6321,14.0,54014.0,00060,2,3942
6322,14.0,54014.0,00061,1,4530
6323,14.0,54014.0,00061,2,4644
6324,14.0,54014.0,0061A,1,1975
6325,14.0,54014.0,0061A,2,1814
6326,14.0,54014.0,0061B,1,1259
6327,14.0,54014.0,0061B,2,1096
6328,14.0,54021.0,00014,1,1916
6329,14.0,54021.0,00014,2,1897
6330,14.0,54021.0,00015,1,4524
6331,14.0,54021.0,00015,2,4763
6332,14.0,54021.0,00016,1,206
6333,14.0,54021.0,00016,2,179
6334,14.0,54021.0,00017,1,460
6335,14.0,54021.0,00017,2,373
6336,14.0,54021.0,00018,1,731
6337,14.0,54021.0,00018,2,710
6338,14.0,54021.0,00019,1,398
6339,14.0,54021.0,00019,2,342
6340,14.0,54021.0,00020,1,504
6341,14.0,54021.0,00020,2,231
6342,14.0,54028.0,00001,1,4813
6343,14.0,54028.0,00001,2,6773
6344,14.0,54028.0,00002,1,5830
6345,14.0,54028.0,00002,2,6806
6346,14.0,54028.0,00003,1,8156
6347,14.0,54028.0,00003,2,9730
6348,14.0,54028.0,00004,1,27372
6349,14.0,54028.0,00004,2,31721
6350,14.0,54028.0,00005,1,6653
6351,14.0,54028.0,00005,2,8075
6352,14.0,54028.0,00006,1,3605
6353,14.0,54028.0,00006,2,3947
6354,14.0,54028.0,00007,1,10558
6355,14.0,54028.0,00007,2,11496
6356,14.0,54028.0,00008,1,14189
6357,14.0,54028.0,00008,2,15137
6358,14.0,54028.0,00009,1,176
6359,14.0,54028.0,00009,2,113
6360,14.0,54028.0,0003A,1,7752
6361,14.0,54028.0,0003A,2,9044
6362,14.0,54028.0,0004A,1,13103
6363,14.0,54028.0,0004A,2,14344
6364,14.0,54028.0,0004B,1,2719
6365,14.0,54028.0,0004B,2,2668
6366,14.0,54035.0,00029,1,2412
6367,14.0,54035.0,00029,2,2576
6368,14.0,54035.0,00031,1,494
6369,14.0,54035.0,00031,2,436
6370,14.0,54042.0,00069,1,20987
6371,14.0,54042.0,00069,2,22115
6372,14.0,54042.0,00071,1,1162
6373,14.0,54042.0,00071,2,1130
6374,14.0,54042.0,00072,1,659
6375,14.0,54042.0,00072,2,555
6376,14.0,54042.0,00073,1,877
6377,14.0,54042.0,00073,2,801
6378,14.0,54042.0,00074,1,1785
6379,14.0,54042.0,00074,2,1616
6380,14.0,54049.0,00081,1,3754
6381,14.0,54049.0,00081,2,3803
6382,14.0,54049.0,00082,1,2942
6383,14.0,54049.0,00082,2,2637
6384,14.0,54049.0,0082A,1,6207
6385,14.0,54049.0,0082A,2,5402
6386,14.0,54056.0,00068,1,7142
6387,14.0,54056.0,00068,2,6385
6388,14.0,54056.0,0059A,1,13933
6389,14.0,54056.0,0059A,2,13146
6390,14.0,54063.0,00077,1,5375
6391,14.0,54063.0,00077,2,5315
6392,14.0,54063.0,00078,1,4746
6393,14.0,54063.0,00078,2,4686
6394,14.0,54063.0,00079,1,2097
6395,14.0,54063.0,00079,2,2045
6396,14.0,54063.0,00080,1,14022
6397,14.0,54063.0,00080,2,14601
6398,14.0,54070.0,00021,1,9449
6399,14.0,54070.0,00021,2,10270
6400,14.0,54070.0,00022,1,531
6401,14.0,54070.0,00022,2,447
6402,14.0,54070.0,00023,1,1954
6403,14.0,54070.0,00023,2,1904
6404,14.0,54070.0,00024,1,713
6405,14.0,54070.0,00024,2,597
6406,14.0,54070.0,00025,1,962
6407,14.0,54070.0,00025,2,865
6408,14.0,54070.0,00026,1,766
6409,14.0,54070.0,00026,2,671
6410,14.0,54070.0,00027,1,307
6411,14.0,54070.0,00027,2,268
6412,14.0,54070.0,00028,1,327
6413,14.0,54070.0,00028,2,280
6414,14.0,54077.0,00053,1,6483
6415,14.0,54077.0,00053,2,6810
6416,14.0,54077.0,00054,1,752
6417,14.0,54077.0,00054,2,768
6418,14.0,54077.0,00055,1,2031
6419,14.0,54077.0,00055,2,2052
6420,14.0,54077.0,00056,1,1223
6421,14.0,54077.0,00056,2,1095
6422,14.0,54077.0,00057,1,2928
6423,14.0,54077.0,00057,2,2790
6424,14.0,54077.0,00058,1,1611
6425,14.0,54077.0,00058,2,1555
6426,14.0,54084.0,00065,1,7733
6427,14.0,54084.0,00065,2,7977
6428,14.0,54084.0,00066,1,1087
6429,14.0,54084.0,00066,2,916
6430,14.0,54084.0,00067,1,2870
6431,14.0,54084.0,00067,2,2929
6432,14.0,54091.0,00044,1,21816
6433,14.0,54091.0,00044,2,23284
6434,14.0,54091.0,00045,1,449
6435,14.0,54091.0,00045,2,402
6436,14.0,54091.0,00046,1,1280
6437,14.0,54091.0,00046,2,1129
6438,14.0,54091.0,00047,1,3139
6439,14.0,54091.0,00047,2,3120
6440,14.0,54091.0,00048,1,2874
6441,14.0,54091.0,00048,2,2654
6442,14.0,54091.0,00049,1,1835
6443,14.0,54091.0,00049,2,1727
6444,14.0,54091.0,00050,1,1050
6445,14.0,54091.0,00050,2,967
6446,14.0,54091.0,00051,1,1471
6447,14.0,54091.0,00051,2,1462
6448,14.0,54091.0,00052,1,731
6449,14.0,54091.0,00052,2,659
6450,14.0,54098.0,00036,1,3501
6451,14.0,54098.0,00036,2,3516
6452,14.0,54098.0,00037,1,1169
6453,14.0,54098.0,00037,2,1122
6454,14.0,54098.0,00038,1,2176
6455,14.0,54098.0,00038,2,2101
6456,14.0,54098.0,00039,1,1952
6457,14.0,54098.0,00039,2,1875
6458,14.0,54098.0,00040,1,744
6459,14.0,54098.0,00040,2,688
6460,14.0,54098.0,00041,1,384
6461,14.0,54098.0,00041,2,366
6462,14.0,54098.0,00042,1,298
6463,14.0,54098.0,00042,2,246
6464,14.0,54098.0,00043,1,8016
6465,14.0,54098.0,00043,2,8568
6466,14.0,54105.0,00032,1,4018
6467,14.0,54105.0,00032,2,4306
6468,14.0,54105.0,00033,1,1110
6469,14.0,54105.0,00033,2,1030
6470,14.0,54105.0,00034,1,736
6471,14.0,54105.0,00034,2,622
6472,14.0,54105.0,00035,1,738
6473,14.0,54105.0,00035,2,654
6474,14.0,54112.0,00075,1,5914
6475,14.0,54112.0,00075,2,5520
6476,14.0,54112.0,00076,1,1521
6477,14.0,54112.0,00076,2,1311
6478,14.0,54112.0,0075A,1,1277
6479,14.0,54112.0,0075A,2,1085
6480,14.0,54112.0,0076A,1,605
6481,14.0,54112.0,0076A,2,501
6482,14.0,54119.0,00062,1,2363
6483,14.0,54119.0,00062,2,2260
6484,14.0,54119.0,00063,1,3996
6485,14.0,54119.0,00063,2,3735
6486,14.0,54119.0,00064,1,2643
6487,14.0,54119.0,00064,2,2400
6488,15.0,58007.0,01000,1,1654
6489,15.0,58007.0,01000,2,1693
6490,15.0,58007.0,01020,1,170
6491,15.0,58007.0,01020,2,108
6492,15.0,58007.0,01030,1,212
6493,15.0,58007.0,01030,2,253
6494,15.0,58007.0,01050,1,171
6495,15.0,58007.0,01050,2,81
6496,15.0,58007.0,01060,1,510
6497,15.0,58007.0,01060,2,453
6498,15.0,58007.0,01070,1,123
6499,15.0,58007.0,01070,2,78
6500,15.0,58007.0,01080,1,115
6501,15.0,58007.0,01080,2,93
6502,15.0,58007.0,01090,1,41
6503,15.0,58014.0,00300,1,2646
6504,15.0,58014.0,00300,2,2304
6505,15.0,58014.0,00310,1,909
6506,15.0,58014.0,00310,2,839
6507,15.0,58014.0,00320,1,302
6508,15.0,58014.0,00320,2,167
6509,15.0,58021.0,01100,1,294
6510,15.0,58021.0,01100,2,289
6511,15.0,58021.0,01120,1,175
6512,15.0,58021.0,01120,2,104
6513,15.0,58021.0,01130,1,62
6514,15.0,58021.0,01130,2,51
6515,15.0,58021.0,01140,1,24
6516,15.0,58021.0,01140,2,11
6517,15.0,58021.0,01150,1,134
6518,15.0,58021.0,01150,2,104
6519,15.0,58021.0,01170,1,84
6520,15.0,58021.0,01170,2,74
6521,15.0,58021.0,01180,1,41
6522,15.0,58028.0,01300,1,1187
6523,15.0,58028.0,01300,2,1297
6524,15.0,58028.0,01320,1,171
6525,15.0,58028.0,01320,2,113
6526,15.0,58028.0,01350,1,68
6527,15.0,58028.0,01350,2,61
6528,15.0,58028.0,01360,1,90
6529,15.0,58028.0,01360,2,59
6530,15.0,58035.0,00001,1,3064
6531,15.0,58035.0,00001,2,3309
6532,15.0,58035.0,00008,1,2174
6533,15.0,58035.0,00008,2,2380
6534,15.0,58035.0,00011,1,3865
6535,15.0,58035.0,00011,2,4144
6536,15.0,58035.0,00015,1,690
6537,15.0,58035.0,00015,2,690
6538,15.0,58035.0,00016,1,1607
6539,15.0,58035.0,00016,2,1747
6540,15.0,58035.0,00018,1,4156
6541,15.0,58035.0,00018,2,4722
6542,15.0,58035.0,00021,1,5305
6543,15.0,58035.0,00021,2,6155
6544,15.0,58035.0,00025,1,3806
6545,15.0,58035.0,00025,2,4206
6546,15.0,58035.0,00028,1,2593
6547,15.0,58035.0,00028,2,3245
6548,15.0,58035.0,00030,1,2420
6549,15.0,58035.0,00030,2,2992
6550,15.0,58035.0,00032,1,2675
6551,15.0,58035.0,00032,2,2940
6552,15.0,58035.0,00034,1,5492
6553,15.0,58035.0,00034,2,5870
6554,15.0,58035.0,00040,1,1209
6555,15.0,58035.0,00040,2,1244
6556,15.0,58035.0,00046,1,18245
6557,15.0,58035.0,00046,2,19512
6558,15.0,58035.0,00054,1,1371
6559,15.0,58035.0,00054,2,1397
6560,15.0,58035.0,00057,1,563
6561,15.0,58035.0,00057,2,452
6562,15.0,58035.0,00069,1,20836
6563,15.0,58035.0,00069,2,22343
6564,15.0,58035.0,00079,1,795
6565,15.0,58035.0,00079,2,794
6566,15.0,58035.0,00089,1,693
6567,15.0,58035.0,00089,2,691
6568,15.0,58035.0,00100,1,12103
6569,15.0,58035.0,00100,2,13088
6570,15.0,58035.0,00105,1,388
6571,15.0,58035.0,00105,2,411
6572,15.0,58035.0,00110,1,1316
6573,15.0,58035.0,00110,2,1386
6574,15.0,58035.0,00115,1,3340
6575,15.0,58035.0,00115,2,3644
6576,15.0,58035.0,00120,1,123
6577,15.0,58035.0,00120,2,36
6578,15.0,58035.0,00130,1,106
6579,15.0,58035.0,00130,2,81
6580,15.0,58035.0,00140,1,422
6581,15.0,58035.0,00140,2,431
6582,15.0,58035.0,00150,1,2829
6583,15.0,58035.0,00150,2,2840
6584,15.0,58035.0,00160,1,11680
6585,15.0,58035.0,00160,2,11958
6586,15.0,58035.0,00170,1,109
6587,15.0,58035.0,00170,2,73
6588,15.0,58035.0,00185,1,356
6589,15.0,58035.0,00185,2,318
6590,15.0,58035.0,00190,1,1922
6591,15.0,58035.0,00190,2,1723
6592,15.0,58042.0,00500,1,4439
6593,15.0,58042.0,00500,2,4816
6594,15.0,58042.0,00510,2,85
6595,15.0,58042.0,00530,1,185
6596,15.0,58042.0,00530,2,142
6597,15.0,58042.0,00540,1,249
6598,15.0,58042.0,00540,2,246
6599,15.0,58042.0,00550,1,101
6600,15.0,58042.0,00550,2,81
6601,15.0,58042.0,00560,1,118
6602,15.0,58042.0,00560,2,47
6603,15.0,58049.0,01400,1,4553
6604,15.0,58049.0,01400,2,4561
6605,15.0,58049.0,01410,1,97
6606,15.0,58049.0,01410,2,57
6607,15.0,58049.0,01420,1,87
6608,15.0,58049.0,01420,2,71
6609,15.0,58049.0,01430,1,190
6610,15.0,58049.0,01430,2,181
6611,15.0,58049.0,01440,2,100
6612,15.0,58049.0,01450,1,121
6613,15.0,58049.0,01450,2,137
6614,15.0,58056.0,01500,1,4818
6615,15.0,58056.0,01500,2,5208
6616,15.0,58056.0,01505,1,4945
6617,15.0,58056.0,01505,2,5074
6618,15.0,58056.0,01510,1,69
6619,15.0,58056.0,01510,2,71
6620,15.0,58056.0,01520,1,109
6621,15.0,58056.0,01520,2,101
6622,15.0,58056.0,01530,1,14
6623,15.0,58056.0,01530,2,12
6624,15.0,58056.0,01550,1,135
6625,15.0,58056.0,01550,2,130
6626,15.0,58056.0,01560,1,78
6627,15.0,58056.0,01560,2,46
