,PROV,circuito,P09,P09_count
25260,82.0,00323,6,1071
25261,82.0,00323,7,2653
25262,82.0,00323,8,173
25263,82.0,00324,0,8
25264,82.0,00324,2,365
25265,82.0,00324,4,1041
25266,82.0,00324,6,654
25267,82.0,00324,7,1397
25268,82.0,00324,8,133
25269,82.0,00325,0,15
25270,82.0,00325,2,373
25271,82.0,00325,4,1114
25272,82.0,00325,6,669
25273,82.0,00325,7,1392
25274,82.0,00325,8,118
25275,82.0,00326,2,681
25276,82.0,00326,4,1763
25277,82.0,00326,6,1016
25278,82.0,00326,7,2405
25279,82.0,00326,8,145
25280,82.0,00327,2,521
25281,82.0,00327,4,1246
25282,82.0,00327,5,45
25283,82.0,00327,6,648
25284,82.0,00327,7,1778
25285,82.0,00327,8,144
25286,82.0,00328,0,50
25287,82.0,00328,2,1371
25288,82.0,00328,3,23
25289,82.0,00328,4,2668
25290,82.0,00328,5,91
25291,82.0,00328,6,1164
25292,82.0,00328,7,2065
25293,82.0,00328,8,142
25294,82.0,00329,1,7
25295,82.0,00329,2,2502
25296,82.0,00329,4,4995
25297,82.0,00329,5,130
25298,82.0,00329,6,2020
25299,82.0,00329,7,3767
25300,82.0,00329,8,294
25301,82.0,00329,9,39
25302,82.0,00330,2,962
25303,82.0,00330,4,2358
25304,82.0,00330,5,74
25305,82.0,00330,6,1441
25306,82.0,00330,7,4028
25307,82.0,00330,8,330
25308,82.0,00331,2,351
25309,82.0,00331,4,971
25310,82.0,00331,5,44
25311,82.0,00331,6,712
25312,82.0,00331,7,2352
25313,82.0,00331,8,194
25314,82.0,00332,2,812
25315,82.0,00332,3,20
25316,82.0,00332,4,1807
25317,82.0,00332,6,947
25318,82.0,00332,7,2194
25319,82.0,00332,8,120
25320,82.0,00332,9,11
25321,82.0,00333,0,60
25322,82.0,00333,2,1343
25323,82.0,00333,3,10
25324,82.0,00333,4,2895
25325,82.0,00333,5,72
25326,82.0,00333,6,1260
25327,82.0,00333,7,2578
25328,82.0,00333,8,161
25329,82.0,00333,9,32
25330,82.0,00334,0,79
25331,82.0,00334,2,2638
25332,82.0,00334,3,42
25333,82.0,00334,4,4381
25334,82.0,00334,5,118
25335,82.0,00334,6,1473
25336,82.0,00334,7,2450
25337,82.0,00334,8,118
25338,82.0,00334,9,28
25339,82.0,00335,2,388
25340,82.0,00335,4,952
25341,82.0,00335,5,34
25342,82.0,00335,6,488
25343,82.0,00335,7,1087
25344,82.0,00335,8,102
25345,82.0,00336,0,32
25346,82.0,00336,2,544
25347,82.0,00336,4,1407
25348,82.0,00336,5,47
25349,82.0,00336,6,920
25350,82.0,00336,7,2646
25351,82.0,00336,8,189
25352,82.0,00337,2,348
25353,82.0,00337,4,804
25354,82.0,00337,6,444
25355,82.0,00337,7,1259
25356,82.0,00337,8,62
25357,82.0,00338,2,814
25358,82.0,00338,4,1957
25359,82.0,00338,5,61
25360,82.0,00338,6,873
25361,82.0,00338,7,1923
25362,82.0,00338,8,106
25363,82.0,00339,0,32
25364,82.0,00339,2,1053
25365,82.0,00339,4,1885
25366,82.0,00339,5,39
25367,82.0,00339,6,737
25368,82.0,00339,7,927
25369,82.0,00339,8,62
25370,82.0,00340,2,1930
25371,82.0,00340,4,3315
25372,82.0,00340,5,83
25373,82.0,00340,6,992
25374,82.0,00340,7,1208
25375,82.0,00340,8,55
25376,82.0,00341,0,66
25377,82.0,00341,2,1803
25378,82.0,00341,3,45
25379,82.0,00341,4,1562
25380,82.0,00341,5,52
25381,82.0,00341,6,322
25382,82.0,00341,7,394
25383,82.0,00342,0,433
25384,82.0,00342,1,24
25385,82.0,00342,2,11619
25386,82.0,00342,3,347
25387,82.0,00342,4,14277
25388,82.0,00342,5,514
25389,82.0,00342,6,3452
25390,82.0,00342,7,4914
25391,82.0,00342,8,256
25392,82.0,00342,9,138
25393,82.0,00343,0,96
25394,82.0,00343,2,2073
25395,82.0,00343,3,64
25396,82.0,00343,4,1586
25397,82.0,00343,5,97
25398,82.0,00343,6,344
25399,82.0,00343,7,395
25400,82.0,00343,8,27
25401,82.0,00344,0,160
25402,82.0,00344,1,16
25403,82.0,00344,2,3892
25404,82.0,00344,3,77
25405,82.0,00344,4,5991
25406,82.0,00344,5,142
25407,82.0,00344,6,2053
25408,82.0,00344,7,3248
25409,82.0,00344,8,186
25410,82.0,00344,9,66
25411,82.0,00345,0,346
25412,82.0,00345,2,6838
25413,82.0,00345,3,177
25414,82.0,00345,4,5771
25415,82.0,00345,5,299
25416,82.0,00345,6,1578
25417,82.0,00345,7,1533
25418,82.0,00345,8,57
25419,82.0,00345,9,55
25420,82.0,00347,0,755
25421,82.0,00347,1,33
25422,82.0,00347,2,21667
25423,82.0,00347,3,540
25424,82.0,00347,4,27272
25425,82.0,00347,5,941
25426,82.0,00347,6,6142
25427,82.0,00347,7,6993
25428,82.0,00347,8,264
25429,82.0,00347,9,268
25430,82.0,00348,0,746
25431,82.0,00348,2,16808
25432,82.0,00348,3,387
25433,82.0,00348,4,19802
25434,82.0,00348,5,688
25435,82.0,00348,6,3918
25436,82.0,00348,7,4961
25437,82.0,00348,8,171
25438,82.0,00348,9,207
25439,82.0,00349,0,558
25440,82.0,00349,1,22
25441,82.0,00349,2,11019
25442,82.0,00349,3,362
25443,82.0,00349,4,9672
25444,82.0,00349,5,498
25445,82.0,00349,6,2063
25446,82.0,00349,7,2974
25447,82.0,00349,8,128
25448,82.0,00349,9,86
25449,82.0,00350,2,393
25450,82.0,00351,0,42
25451,82.0,00351,2,908
25452,82.0,00351,4,544
25453,82.0,00351,5,14
25454,82.0,00351,6,96
25455,82.0,00351,7,126
25456,82.0,00352,0,160
25457,82.0,00352,2,3398
25458,82.0,00352,3,73
25459,82.0,00352,4,6697
25460,82.0,00352,5,203
25461,82.0,00352,6,2444
25462,82.0,00352,7,4041
25463,82.0,00352,8,327
25464,82.0,00352,9,50
25465,82.0,00353,0,552
25466,82.0,00353,1,49
25467,82.0,00353,2,11444
25468,82.0,00353,3,383
25469,82.0,00353,4,10142
25470,82.0,00353,5,501
25471,82.0,00353,6,1565
25472,82.0,00353,7,2122
25473,82.0,00353,8,61
25474,82.0,00353,9,113
25475,82.0,00354,0,289
25476,82.0,00354,1,16
25477,82.0,00354,2,6522
25478,82.0,00354,3,185
25479,82.0,00354,4,5796
25480,82.0,00354,5,279
25481,82.0,00354,6,1008
25482,82.0,00354,7,1317
25483,82.0,00354,8,66
25484,82.0,00354,9,80
25485,82.0,00355,0,430
25486,82.0,00355,1,38
25487,82.0,00355,2,10063
25488,82.0,00355,3,357
25489,82.0,00355,4,10454
25490,82.0,00355,5,470
25491,82.0,00355,6,2317
25492,82.0,00355,7,2565
25493,82.0,00355,8,132
25494,82.0,00355,9,105
25495,82.0,00356,0,279
25496,82.0,00356,1,7
25497,82.0,00356,2,6372
25498,82.0,00356,3,170
25499,82.0,00356,4,5601
25500,82.0,00356,5,264
25501,82.0,00356,6,1224
25502,82.0,00356,7,1358
25503,82.0,00356,8,61
25504,82.0,00356,9,47
25505,82.0,00357,0,44
25506,82.0,00357,2,1063
25507,82.0,00357,3,30
25508,82.0,00357,4,777
25509,82.0,00357,5,61
25510,82.0,00357,6,221
25511,82.0,00357,7,211
25512,82.0,00357,9,8
25513,82.0,00358,0,217
25514,82.0,00358,1,7
25515,82.0,00358,2,4109
25516,82.0,00358,3,111
25517,82.0,00358,4,5191
25518,82.0,00358,5,230
25519,82.0,00358,6,1593
25520,82.0,00358,7,2466
25521,82.0,00358,8,129
25522,82.0,00359,0,684
25523,82.0,00359,2,15462
25524,82.0,00359,3,405
25525,82.0,00359,4,20201
25526,82.0,00359,5,766
25527,82.0,00359,6,5372
25528,82.0,00359,7,7477
25529,82.0,00359,8,312
25530,82.0,00359,9,181
25531,82.0,00360,1,2
25532,82.0,00360,2,439
25533,82.0,00360,3,8
25534,82.0,00360,4,387
25535,82.0,00360,6,58
25536,82.0,00360,7,129
25537,82.0,00363,2,20
25538,82.0,00364,0,68
25539,82.0,00364,2,2387
25540,82.0,00364,3,48
25541,82.0,00364,4,1889
25542,82.0,00364,5,73
25543,82.0,00364,6,547
25544,82.0,00364,7,464
25545,82.0,00365,2,1109
25546,82.0,00365,4,1009
25547,82.0,00365,5,47
25548,82.0,00365,6,242
25549,82.0,00365,7,202
25550,82.0,00366,2,786
25551,82.0,00366,4,705
25552,82.0,00366,6,183
25553,82.0,00366,7,163
25554,82.0,00366,8,7
25555,82.0,00366,9,4
25556,82.0,00367,0,49
25557,82.0,00367,2,1785
25558,82.0,00367,4,1374
25559,82.0,00367,5,86
25560,82.0,00367,6,412
25561,82.0,00367,7,405
25562,82.0,00367,8,13
25563,82.0,00367,9,16
25564,82.0,00369,2,563
25565,82.0,00369,4,298
25566,82.0,00369,5,12
25567,82.0,00369,6,66
25568,82.0,00369,7,42
25569,82.0,00370,0,107
25570,82.0,00370,2,2398
25571,82.0,00370,4,2144
25572,82.0,00370,5,71
25573,82.0,00370,6,428
25574,82.0,00370,7,384
25575,82.0,00370,9,25
25576,82.0,00371,2,1921
25577,82.0,00371,3,21
25578,82.0,00371,4,1578
25579,82.0,00371,5,59
25580,82.0,00371,6,515
25581,82.0,00371,7,393
25582,82.0,00371,8,19
25583,82.0,00372,2,25
25584,82.0,00372,4,10
25585,82.0,00373,0,15
25586,82.0,00373,2,668
25587,82.0,00373,4,558
25588,82.0,00373,5,23
25589,82.0,00373,6,137
25590,82.0,00373,7,107
25591,82.0,00373,9,6
25592,82.0,00374,0,31
25593,82.0,00374,2,974
25594,82.0,00374,4,687
25595,82.0,00374,5,22
25596,82.0,00374,6,169
25597,82.0,00374,7,166
25598,82.0,00375,0,74
25599,82.0,00375,2,2341
25600,82.0,00375,3,57
25601,82.0,00375,4,1959
25602,82.0,00375,5,68
25603,82.0,00375,6,530
25604,82.0,00375,7,503
25605,82.0,00375,8,18
25606,82.0,00376,2,740
25607,82.0,00376,3,10
25608,82.0,00376,4,501
25609,82.0,00376,6,108
25610,82.0,00376,7,91
25611,82.0,00378,0,10
25612,82.0,00378,2,192
25613,82.0,00378,3,9
25614,82.0,00378,4,82
25615,82.0,00378,6,15
25616,82.0,00380,0,56
25617,82.0,00380,2,1347
25618,82.0,00380,3,27
25619,82.0,00380,4,839
25620,82.0,00380,5,40
25621,82.0,00380,6,239
25622,82.0,00380,7,257
25623,82.0,00381,0,23
25624,82.0,00381,2,687
25625,82.0,00381,4,518
25626,82.0,00381,6,117
25627,82.0,00381,7,125
25628,82.0,00382,2,944
25629,82.0,00382,4,647
25630,82.0,00382,6,170
25631,82.0,00382,7,170
25632,82.0,00383,0,47
25633,82.0,00383,2,1115
25634,82.0,00383,3,28
25635,82.0,00383,4,793
25636,82.0,00383,5,43
25637,82.0,00383,6,290
25638,82.0,00383,7,183
25639,82.0,00384,0,619
25640,82.0,00384,1,23
25641,82.0,00384,2,12437
25642,82.0,00384,3,223
25643,82.0,00384,4,14365
25644,82.0,00384,5,515
25645,82.0,00384,6,4188
25646,82.0,00384,7,2664
25647,82.0,00384,8,113
25648,82.0,00384,9,116
25649,82.0,00386,0,15
25650,82.0,00386,2,755
25651,82.0,00386,3,19
25652,82.0,00386,4,419
25653,82.0,00386,6,110
25654,82.0,00386,7,104
25655,82.0,00387,0,34
25656,82.0,00387,2,701
25657,82.0,00387,4,528
25658,82.0,00387,6,123
25659,82.0,00387,7,140
25660,82.0,00389,2,2289
25661,82.0,00389,3,60
25662,82.0,00389,4,1458
25663,82.0,00389,5,48
25664,82.0,00389,6,387
25665,82.0,00389,7,321
25666,82.0,00391,2,234
25667,82.0,00391,4,49
25668,82.0,00392,2,825
25669,82.0,00392,4,444
25670,82.0,00392,5,19
25671,82.0,00392,6,114
25672,82.0,00392,7,77
25673,82.0,00393,2,779
25674,82.0,00393,4,668
25675,82.0,00393,6,107
25676,82.0,00393,7,145
25677,82.0,00394,0,247
25678,82.0,00394,2,6318
25679,82.0,00394,3,67
25680,82.0,00394,4,5005
25681,82.0,00394,5,222
25682,82.0,00394,6,1499
25683,82.0,00394,7,1166
25684,82.0,00394,8,50
25685,82.0,00394,9,59
25686,82.0,00396,0,94
25687,82.0,00396,2,1721
25688,82.0,00396,3,28
25689,82.0,00396,4,1016
25690,82.0,00396,6,284
25691,82.0,00396,7,229
25692,82.0,00397,0,69
25693,82.0,00397,2,1693
25694,82.0,00397,3,42
25695,82.0,00397,4,1115
25696,82.0,00397,5,49
25697,82.0,00397,6,274
25698,82.0,00397,7,211
25699,82.0,00397,9,15
25700,82.0,00398,0,118
25701,82.0,00398,2,2453
25702,82.0,00398,3,70
25703,82.0,00398,4,1433
25704,82.0,00398,5,119
25705,82.0,00398,6,401
25706,82.0,00398,7,284
25707,82.0,00399,0,224
25708,82.0,00399,2,6745
25709,82.0,00399,3,150
25710,82.0,00399,4,7318
25711,82.0,00399,5,336
25712,82.0,00399,6,2037
25713,82.0,00399,7,2068
25714,82.0,00399,8,140
25715,82.0,00399,9,51
25716,82.0,00400,0,140
25717,82.0,00400,2,3574
25718,82.0,00400,3,138
25719,82.0,00400,4,2117
25720,82.0,00400,5,159
25721,82.0,00400,6,678
25722,82.0,00400,7,539
25723,82.0,00400,8,20
25724,82.0,00402,0,115
25725,82.0,00402,2,3832
25726,82.0,00402,3,93
25727,82.0,00402,4,3127
25728,82.0,00402,5,127
25729,82.0,00402,6,798
25730,82.0,00402,7,681
25731,82.0,00402,8,45
25732,82.0,00402,9,26
25733,82.0,00403,0,182
25734,82.0,00403,1,2
25735,82.0,00403,2,4282
25736,82.0,00403,3,124
25737,82.0,00403,4,3322
25738,82.0,00403,5,128
25739,82.0,00403,6,647
25740,82.0,00403,7,644
25741,82.0,00403,8,28
25742,82.0,00403,9,49
25743,82.0,00405,0,43
25744,82.0,00405,2,1147
25745,82.0,00405,4,660
25746,82.0,00405,6,186
25747,82.0,00405,7,180
25748,82.0,00405,9,5
25749,82.0,00406,0,17
25750,82.0,00406,2,955
25751,82.0,00406,3,12
25752,82.0,00406,4,637
25753,82.0,00406,6,144
25754,82.0,00406,7,123
25755,82.0,00406,9,8
25756,82.0,00407,0,21
25757,82.0,00407,2,532
25758,82.0,00407,4,427
25759,82.0,00407,5,15
25760,82.0,00407,6,100
25761,82.0,00407,7,75
25762,82.0,00408,0,217
25763,82.0,00408,2,8988
25764,82.0,00408,3,190
25765,82.0,00408,4,8881
25766,82.0,00408,5,366
25767,82.0,00408,6,2482
25768,82.0,00408,7,1945
25769,82.0,00408,8,88
25770,82.0,00409,2,564
25771,82.0,00409,4,200
25772,82.0,00410,0,80
25773,82.0,00410,2,2099
25774,82.0,00410,3,41
25775,82.0,00410,4,1520
25776,82.0,00410,5,95
25777,82.0,00410,6,400
25778,82.0,00410,7,319
25779,82.0,00410,8,11
25780,82.0,00410,9,18
25781,82.0,00412,0,180
25782,82.0,00412,2,1417
25783,82.0,00412,4,1161
25784,82.0,00412,6,415
25785,82.0,00412,7,249
25786,82.0,00414,0,62
25787,82.0,00414,2,1451
25788,82.0,00414,3,52
25789,82.0,00414,4,773
25790,82.0,00414,5,25
25791,82.0,00414,6,225
25792,82.0,00414,7,152
25793,82.0,00415,2,1256
25794,82.0,00415,3,33
25795,82.0,00415,4,802
25796,82.0,00415,6,208
25797,82.0,00415,7,154
25798,82.0,00416,0,136
25799,82.0,00416,2,5296
25800,82.0,00416,3,156
25801,82.0,00416,4,4491
25802,82.0,00416,5,222
25803,82.0,00416,6,1285
25804,82.0,00416,7,867
25805,82.0,00416,8,49
25806,82.0,00416,9,59
25807,82.0,00417,2,25
25808,82.0,00419,2,483
25809,82.0,00419,4,235
25810,82.0,00419,6,31
25811,82.0,00420,0,136
25812,82.0,00420,2,4317
25813,82.0,00420,3,130
25814,82.0,00420,4,4326
25815,82.0,00420,5,165
25816,82.0,00420,6,1027
25817,82.0,00420,7,657
25818,82.0,00420,8,30
25819,82.0,00420,9,40
25820,82.0,00421,0,161
25821,82.0,00421,2,4727
25822,82.0,00421,3,153
25823,82.0,00421,4,3129
25824,82.0,00421,5,148
25825,82.0,00421,6,571
25826,82.0,00421,7,317
25827,82.0,00421,9,34
25828,82.0,00422,0,60
25829,82.0,00422,2,1392
25830,82.0,00422,4,939
25831,82.0,00422,5,40
25832,82.0,00422,6,249
25833,82.0,00422,7,255
25834,82.0,00423,0,181
25835,82.0,00423,2,3499
25836,82.0,00423,3,126
25837,82.0,00423,4,3969
25838,82.0,00423,5,207
25839,82.0,00423,6,995
25840,82.0,00423,7,1295
25841,82.0,00423,8,89
25842,82.0,00424,0,16
25843,82.0,00424,2,889
25844,82.0,00424,4,739
25845,82.0,00424,6,234
25846,82.0,00424,7,233
25847,82.0,0085A,2,100
25848,82.0,0085A,4,50
25849,82.0,0096A,2,503
25850,82.0,0096A,4,285
25851,82.0,0096A,5,47
25852,82.0,0096A,6,30
25853,82.0,0096A,7,29
25854,82.0,0106A,2,55
25855,82.0,0120A,2,95
25856,82.0,0120B,2,72
25857,82.0,0120B,4,27
25858,82.0,0128A,0,341
25859,82.0,0128A,2,9870
25860,82.0,0128A,3,584
25861,82.0,0128A,4,8880
25862,82.0,0128A,5,407
25863,82.0,0128A,6,1976
25864,82.0,0128A,7,2596
25865,82.0,0128A,8,158
25866,82.0,0128A,9,158
25867,82.0,0128B,0,163
25868,82.0,0128B,2,6277
25869,82.0,0128B,3,199
25870,82.0,0128B,4,5692
25871,82.0,0128B,5,302
25872,82.0,0128B,6,1137
25873,82.0,0128B,7,1535
25874,82.0,0128B,8,80
25875,82.0,0128B,9,69
25876,82.0,0128C,0,107
25877,82.0,0128C,2,4313
25878,82.0,0128C,3,156
25879,82.0,0128C,4,5058
25880,82.0,0128C,5,201
25881,82.0,0128C,6,1356
25882,82.0,0128C,7,1965
25883,82.0,0128C,8,141
25884,82.0,0128C,9,62
25885,82.0,0128D,0,92
25886,82.0,0128D,2,4732
25887,82.0,0128D,3,210
25888,82.0,0128D,4,5701
25889,82.0,0128D,5,321
25890,82.0,0128D,6,1409
25891,82.0,0128D,7,2106
25892,82.0,0128D,8,172
25893,82.0,0128D,9,79
25894,82.0,0134A,0,148
25895,82.0,0134A,2,3654
25896,82.0,0134A,3,120
25897,82.0,0134A,4,2590
25898,82.0,0134A,5,69
25899,82.0,0134A,6,279
25900,82.0,0134A,7,193
25901,82.0,0134A,9,31
25902,82.0,0136A,2,9
25903,82.0,0136A,5,1
25904,82.0,0181A,0,4
25905,82.0,0181A,2,88
25906,82.0,0181A,3,8
25907,82.0,0208C,2,149
25908,82.0,0208C,4,54
25909,82.0,0210A,2,49
25910,82.0,0212A,2,236
25911,82.0,0212A,4,81
25912,82.0,0214A,2,245
25913,82.0,0214A,4,92
25914,82.0,0214A,6,7
25915,82.0,0215A,2,80
25916,82.0,0215A,4,25
25917,82.0,0224A,0,14
25918,82.0,0224A,2,128
25919,82.0,0224A,4,31
25920,82.0,0224A,5,4
25921,82.0,0224B,2,392
25922,82.0,0224C,0,118
25923,82.0,0224C,2,2191
25924,82.0,0224C,3,51
25925,82.0,0224C,4,2866
25926,82.0,0224C,5,119
25927,82.0,0224C,6,965
25928,82.0,0224C,7,556
25929,82.0,0224C,8,13
25930,82.0,0224D,0,307
25931,82.0,0224D,2,3942
25932,82.0,0224D,3,189
25933,82.0,0224D,4,2836
25934,82.0,0224D,5,251
25935,82.0,0224D,6,483
25936,82.0,0224D,7,206
25937,82.0,0224D,9,55
25938,82.0,0224E,0,321
25939,82.0,0224E,2,6583
25940,82.0,0224E,3,147
25941,82.0,0224E,4,7622
25942,82.0,0224E,5,367
25943,82.0,0224E,6,1711
25944,82.0,0224E,7,921
25945,82.0,0224E,8,43
25946,82.0,0225A,0,15
25947,82.0,0225A,3,6
25948,82.0,0227A,2,408
25949,82.0,0227A,3,34
25950,82.0,0227A,4,178
25951,82.0,0227A,7,22
25952,82.0,0244A,2,295
25953,82.0,0244A,3,19
25954,82.0,0244A,4,130
25955,82.0,0244A,5,13
25956,82.0,0244A,6,32
25957,82.0,0244A,7,10
25958,82.0,0244B,0,28
25959,82.0,0244B,2,366
25960,82.0,0244B,4,111
25961,82.0,0244B,7,6
25962,82.0,0275A,0,33
25963,82.0,0275A,2,242
25964,82.0,0275A,6,7
25965,82.0,0276B,0,34
25966,82.0,0276B,2,220
25967,82.0,0276B,4,62
25968,82.0,0276B,6,9
25969,82.0,0285A,0,47
25970,82.0,0285A,2,589
25971,82.0,0285A,4,202
25972,82.0,0285A,5,18
25973,82.0,0285A,6,57
25974,82.0,0341A,2,230
25975,82.0,0341A,4,124
25976,82.0,0341A,5,9
25977,82.0,0341A,7,35
25978,82.0,0341B,0,5
25979,82.0,0341B,2,136
25980,82.0,0342A,0,208
25981,82.0,0342A,1,10
25982,82.0,0342A,2,4953
25983,82.0,0342A,3,117
25984,82.0,0342A,4,7872
25985,82.0,0342A,5,230
25986,82.0,0342A,6,2438
25987,82.0,0342A,7,3779
25988,82.0,0342A,8,185
25989,82.0,0342A,9,74
25990,82.0,0342B,0,219
25991,82.0,0342B,1,9
25992,82.0,0342B,2,4376
25993,82.0,0342B,3,194
25994,82.0,0342B,4,3460
25995,82.0,0342B,5,201
25996,82.0,0342B,6,332
25997,82.0,0342B,7,375
25998,82.0,0342B,9,35
25999,82.0,0343A,0,36
26000,82.0,0343A,2,781
26001,82.0,0343A,4,382
26002,82.0,0343A,5,48
26003,82.0,0343A,7,54
26004,82.0,0344A,0,756
26005,82.0,0344A,1,24
26006,82.0,0344A,2,11981
26007,82.0,0344A,3,411
26008,82.0,0344A,4,9135
26009,82.0,0344A,5,430
26010,82.0,0344A,6,904
26011,82.0,0344A,7,1032
26012,82.0,0344A,8,34
26013,82.0,0344A,9,101
26014,82.0,0345A,0,79
26015,82.0,0345A,2,1785
26016,82.0,0345A,3,32
26017,82.0,0345A,4,1385
26018,82.0,0345A,5,62
26019,82.0,0345A,6,294
26020,82.0,0345A,7,206
26021,82.0,0345A,9,12
26022,82.0,0347A,0,332
26023,82.0,0347A,2,8190
26024,82.0,0347A,3,279
26025,82.0,0347A,4,6800
26026,82.0,0347A,5,380
26027,82.0,0347A,6,728
26028,82.0,0347A,7,844
26029,82.0,0347A,8,21
26030,82.0,0347A,9,47
26031,82.0,0349A,0,833
26032,82.0,0349A,1,55
26033,82.0,0349A,2,20315
26034,82.0,0349A,3,678
26035,82.0,0349A,4,17948
26036,82.0,0349A,5,1026
26037,82.0,0349A,6,2285
26038,82.0,0349A,7,2560
26039,82.0,0349A,8,71
26040,82.0,0349A,9,174
26041,82.0,0349B,0,670
26042,82.0,0349B,1,33
26043,82.0,0349B,2,10254
26044,82.0,0349B,3,383
26045,82.0,0349B,4,6081
26046,82.0,0349B,5,444
26047,82.0,0349B,6,415
26048,82.0,0349B,7,491
26049,82.0,0349B,9,82
26050,82.0,0349C,0,64
26051,82.0,0349C,2,2519
26052,82.0,0349C,3,88
26053,82.0,0349C,4,2759
26054,82.0,0349C,5,110
26055,82.0,0349C,6,415
26056,82.0,0349C,7,452
26057,82.0,0349C,9,25
26058,82.0,0350A,2,350
26059,82.0,0350A,4,251
26060,82.0,0350A,5,17
26061,82.0,0350A,6,67
26062,82.0,0350A,7,66
26063,82.0,0351A,2,152
26064,82.0,0351A,3,3
26065,82.0,0351A,4,91
26066,82.0,0351A,7,14
26067,82.0,0353A,0,424
26068,82.0,0353A,2,9398
26069,82.0,0353A,3,313
26070,82.0,0353A,4,12400
26071,82.0,0353A,5,455
26072,82.0,0353A,6,2749
26073,82.0,0353A,7,5559
26074,82.0,0353A,8,328
26075,82.0,0353A,9,89
26076,82.0,0354A,0,64
26077,82.0,0354A,2,2378
26078,82.0,0354A,3,28
26079,82.0,0354A,4,4156
26080,82.0,0354A,5,139
26081,82.0,0354A,6,1455
26082,82.0,0354A,7,2269
26083,82.0,0354A,8,109
26084,82.0,0355A,2,941
26085,82.0,0355A,3,29
26086,82.0,0355A,4,1210
26087,82.0,0355A,5,42
26088,82.0,0355A,6,321
26089,82.0,0355A,7,459
26090,82.0,0355A,8,25
26091,82.0,0356A,0,222
26092,82.0,0356A,2,3422
26093,82.0,0356A,3,176
26094,82.0,0356A,4,1920
26095,82.0,0356A,5,189
26096,82.0,0356A,6,89
26097,82.0,0356A,8,6
26098,82.0,0359A,0,662
26099,82.0,0359A,1,36
26100,82.0,0359A,2,14841
26101,82.0,0359A,3,466
26102,82.0,0359A,4,13992
26103,82.0,0359A,5,670
26104,82.0,0359A,6,2319
26105,82.0,0359A,7,2398
26106,82.0,0359A,8,76
26107,82.0,0359A,9,170
26108,82.0,0360A,2,402
26109,82.0,0360A,4,285
26110,82.0,0360A,6,67
26111,82.0,0360A,7,71
26112,82.0,0362A,0,468
26113,82.0,0362A,1,9
26114,82.0,0362A,2,10677
26115,82.0,0362A,3,399
26116,82.0,0362A,4,9271
26117,82.0,0362A,5,398
26118,82.0,0362A,6,1417
26119,82.0,0362A,7,1243
26120,82.0,0362A,8,38
26121,82.0,0362A,9,99
26122,82.0,0362B,0,47
26123,82.0,0362B,2,1335
26124,82.0,0362B,3,48
26125,82.0,0362B,4,1209
26126,82.0,0362B,5,51
26127,82.0,0362B,6,237
26128,82.0,0362B,7,259
26129,82.0,0362B,9,5
26130,82.0,0362C,0,110
26131,82.0,0362C,2,1384
26132,82.0,0362C,3,29
26133,82.0,0362C,4,982
26134,82.0,0362C,6,196
26135,82.0,0362C,7,164
26136,82.0,0362D,0,91
26137,82.0,0362D,2,1741
26138,82.0,0362D,3,39
26139,82.0,0362D,4,2003
26140,82.0,0362D,6,523
26141,82.0,0362D,7,645
26142,82.0,0362D,8,29
26143,82.0,0362E,0,377
26144,82.0,0362E,2,8827
26145,82.0,0362E,3,319
26146,82.0,0362E,4,7687
26147,82.0,0362E,5,456
26148,82.0,0362E,6,1191
26149,82.0,0362E,7,1019
26150,82.0,0362E,8,31
26151,82.0,0362E,9,70
26152,82.0,0362F,0,426
26153,82.0,0362F,1,8
26154,82.0,0362F,2,7260
26155,82.0,0362F,3,342
26156,82.0,0362F,4,3884
26157,82.0,0362F,5,293
26158,82.0,0362F,6,300
26159,82.0,0362F,7,214
26160,82.0,0368A,0,359
26161,82.0,0368A,1,13
26162,82.0,0368A,2,9854
26163,82.0,0368A,3,222
26164,82.0,0368A,4,10051
26165,82.0,0368A,5,444
26166,82.0,0368A,6,2540
26167,82.0,0368A,7,3352
26168,82.0,0368A,8,138
26169,82.0,0368A,9,81
26170,82.0,0375A,2,92
26171,82.0,0375A,4,41
26172,82.0,0377A,0,81
26173,82.0,0377A,2,2508
26174,82.0,0377A,3,53
26175,82.0,0377A,4,2093
26176,82.0,0377A,5,101
26177,82.0,0377A,6,520
26178,82.0,0377A,7,544
26179,82.0,0377A,8,17
26180,82.0,0377B,0,42
26181,82.0,0377B,2,1243
26182,82.0,0377B,3,38
26183,82.0,0377B,4,920
26184,82.0,0377B,5,55
26185,82.0,0377B,6,232
26186,82.0,0377B,7,226
26187,82.0,0377C,2,505
26188,82.0,0377C,4,247
26189,82.0,0377C,5,9
26190,82.0,0377C,6,38
26191,82.0,0377C,7,43
26192,82.0,0378A,0,14
26193,82.0,0378A,2,519
26194,82.0,0378A,3,6
26195,82.0,0378A,4,382
26196,82.0,0378A,6,88
26197,82.0,0378B,2,188
26198,82.0,0378B,4,91
26199,82.0,0378B,6,22
26200,82.0,0378C,2,386
26201,82.0,0378C,4,262
26202,82.0,0378C,6,110
26203,82.0,0378C,7,93
26204,82.0,0378C,8,4
26205,82.0,0378D,2,254
26206,82.0,0378D,4,151
26207,82.0,0378D,6,36
26208,82.0,0378D,7,35
26209,82.0,0379A,2,575
26210,82.0,0379A,4,302
26211,82.0,0379A,5,29
26212,82.0,0379A,6,113
26213,82.0,0379A,7,81
